,date,news
35959,2018-05-24,Suicide bombers involved in attack on FC Madadgar centre in Quetta identified as Afghan nationals
35960,2018-05-24,LHC orders Ahsan Iqbal to appear on May 30 for contempt case hearing
35961,2018-05-24,"NAB retrieves 10,000 acres of usurped state land near Karachi from land mafia"
35962,2018-05-24,The caretaker government: Why do we have one and what purpose does it fulfil?
35963,2018-05-24,"Historic building demolished, Ahmadiyya place of worship vandalised in Sialkot"
35964,2018-05-24,"May 2018 sees over 6,500 more vaccine refusals in KP anti-polio drive than last month: data"
35965,2018-05-24,Former PTI leader Fauzia Kasuri joins Pak Sarzameen Party
35966,2018-05-24,The Fata merger: Towards a brave new world
35967,2018-05-24,Nawaz sends Rs1bn legal notice to NAB chairman for 'defamatory' press release
35968,2018-05-24,National Assembly green-lights Fata-KP merger by passing 'historic' bill
35969,2018-05-24,CJP Nisar meets Chinese counterpart in Beijing
35970,2018-05-24,"Ali Kazmi is playing a mechanic in upcoming movie, Na Band Na Barati"
35971,2018-05-24,"Putting agency men on Panamagate JIT was inappropriate, Maryam tells accountability court"
35972,2018-05-24,Editorial: Violence between political rivals on TV threatens to damage supporters' psyche
35973,2018-05-24,3 ways to make the most of falsa season
35974,2018-05-24,"Instead of criticising Khan's 100-day agenda, other parties should give us something to compare it with"
35975,2018-05-24,Editorial: UK's verdict against mother who forced her daughter into marriage gives voice to other victims
35976,2018-05-24,Five more lawmakers join PTI
35977,2018-05-24,"Punjab CM takes a dig at Imran, recounts govt ‘achievements’"
35978,2018-05-24,Model Town case: LHC seeks record of plaints about encroachment
35979,2018-05-24,Pre-arrest bail to Kasur MPs withdrawn
35980,2018-05-24,MQM-P says Constitution allows more provinces
35981,2018-05-24,"We will never allow division of our motherland, says Murad"
35982,2018-05-24,Sindh’s lone environmental tribunal non-functional for two months
35983,2018-05-24,Daniyal terms Naeem’s violent action pre-planned move
35984,2018-05-24,Council of Pakistan Newspaper Editors voices concern at curbs on media freedom
35985,2018-05-24,CPEC to bring about revolution: Balochistan CM
35986,2018-05-24,"Shaukat Aziz, Liaquat Jatoi come under NAB scrutiny for misuse of power"
35987,2018-05-24,Names of Balochistan's caretaker CM under consideration: Bizenjo
35988,2018-05-24,"Saudis prefer private Haj operators to govt, says religious affairs minister"
35989,2018-05-24,"Junior leaders play critical part at the forefront, says COAS"
35990,2018-05-24,ECP makes public draft polling scheme
35991,2018-05-24,Water talks failed to produce agreement in Pakistan’s water dispute with India: WB
35992,2018-05-24,Spy book release spurs criticism of repression in held Kashmir
35993,2018-05-24,Basic facilities more important for Fata than merger: PM
35994,2018-05-24,Supreme Court tells police not to arrest suspects on basis of FIR
35995,2018-05-24,Last Pakistani prosecution witness testifies in Mumbai case
35996,2018-05-24,NA resounds with Khursheed Shah’s threat to Centre over water share
35997,2018-05-24,"Firm stand on Musharraf led to sit-in, trial: Nawaz"
35998,2018-05-24,ISPR warns internet users against phishing scam
35999,2018-05-24,Navy commissions indigenously built 32-tonne tug
36000,2018-05-24,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
36001,2018-05-24,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
36002,2018-05-24,Pakistan cricket squad returns home
36003,2018-05-25,"8 infants die in Mithi due to alleged malnutrition, water-borne diseases"
36004,2018-05-25,"NAB again summons Saad Rafique, his brother in Paragon case"
36005,2018-05-25,7 killed in road accident on Mehran Highway near Khairpur
36006,2018-05-25,Five police officials found allegedly involved in running extortion racket in Karachi
36007,2018-05-25,"Fata-KP merger a stepping stone towards progress in region, says Zardari"
36008,2018-05-25,ECP convenes meeting of parliamentary parties on May 31 to finalise code of conduct for 2018 polls
36009,2018-05-25,IHC partially suspends earlier order against transmission of 'circus shows' during Ramazan
36010,2018-05-25,Lord's Test: Pakistan strengthen grip against England with 166-run lead on day two
36011,2018-05-25,Coffee Wagera hires its first transgender barista
36012,2018-05-25,"PML-N, opposition fail to reach consensus on caretaker prime minister"
36013,2018-05-25,Senate approves KP-Fata merger bill by 71-5 majority
36014,2018-05-25,"Imran Khan praised me, says PTI's Naeemul Haque after justifying Daniyal Aziz slap"
36015,2018-05-25,"'Hussain Nawaz real beneficial owner of Nielsen and Nescoll,' Maryam testifies in court"
36016,2018-05-25,Graphic story: How kickbacks have compromised the integrity of the ad industry
36017,2018-05-25,Nawaz wants NSC to discuss serious information 'leaked' in new spy book
36018,2018-05-25,"Marcel's delivers good coffee and croissants, but fails to impress otherwise"
36019,2018-05-25,CNIC denial sees women dwarfed by men on electoral list
36020,2018-05-25,Peshawar Bus Rapid Transit project cost rises by nearly Rs20bn
36021,2018-05-25,"Wind cools Karachi down, but mercury to hit 40C again starting Monday"
36022,2018-05-25,Hyderabad's fruit market is full of mangoes in spite of the water shortage farmers faced this year
36023,2018-05-25,"'Truth commission' should be formed to unveil facts about all major incidents since 1947, says Abbasi"
36024,2018-05-25,Why do women get backlash for speaking up about harassment on social media?
36025,2018-05-25,Editorial: Nawaz should ask for the nation's forgiveness for his past mistakes
36026,2018-05-25,Is Punjab supporting Nawaz because of his new narrative or in spite of it?
36027,2018-05-25,Power companies ordered to refund Rs6.5bn for April
36028,2018-05-25,Quetta surpasses annual revenue targets
36029,2018-05-25,Shangla villages get electricity
36030,2018-05-25,Efforts on to convene KP Assembly for Fata Reforms Bill passage
36031,2018-05-25,Water crisis looms as Khanpur Dam drying up
36032,2018-05-25,Chakwal’s water supply mega project remains unfinished
36033,2018-05-25,Over 1bn people across the globe need assistive products: WHO
36034,2018-05-25,Missing teenage girl found shot dead
36035,2018-05-25,GB reforms leave people lesser citizens: HRCP
36036,2018-05-25,Hamza skips NAB hearing in Saaf Pani case
36037,2018-05-25,Protest against ‘enforced disappearances’ in Sindh intensifies
36038,2018-05-25,"Missing girl along with little brother left her home intentionally, say police"
36039,2018-05-25,Issue of caretaker Sindh CM may go to parliamentary committee
36040,2018-05-25,SHC annoyed by officials’ failure to trace ‘missing’ persons
36041,2018-05-25,"NAB gets 10,000 acres of fraudulently allotted state land in Sindh cancelled"
36042,2018-05-25,"CPEC to make Pakistan centre of trade, says Balochistan governor"
36043,2018-05-25,Student unions integral to empowering democracy: Bilawal
36044,2018-05-25,"In rare assembly appearance, Imran votes for Fata bill"
36045,2018-05-25,Pakistan’s envoy meets Aafia at Texas prison
36046,2018-05-25,Tallal’s trial in contempt case deferred till June 19
36047,2018-05-25,Never claimed ownership of London flats: Maryam
36048,2018-05-25,Around 46m young voters set to play key role in polls
36049,2018-05-25,Pakistan woman flies back to Italy after forced abortion
36050,2018-05-25,"Courts, not govt, allowed Musharraf to go abroad: Nawaz"
36051,2018-05-25,Parties close ranks in NA to bury colonial Fata relic
36052,2018-05-25,How Indian forces turned a woman’s wedding into carnage
36053,2018-05-25,LHC rules it doesn't have authority to order filing of treason case against Nawaz
36054,2018-05-25,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
36055,2018-05-25,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
36056,2018-05-25,Pakistan cricket squad returns home
36057,2018-05-27,Missing boy found dead in Nawabshah graveyard
36058,2018-05-27,"How many of the 150,000 second-generation Muslim women in Italy can be expected to embrace family traditions?"
36059,2018-05-27,2 policemen among four killed in Quetta firing
36060,2018-05-27,KP Assembly approves landmark bill merging Fata with province
36061,2018-05-27,Elderly woman found in trash dump accuses sons of beating her up
36062,2018-05-27,"Biennials reach Pakistan, as do their merits and demerits"
36063,2018-05-27,Meet the man behind PTV's popular production Ainak Wala Jin
36064,2018-05-27,"'I get asked, why write about Qandeel Baloch; hasn't she done Pakistan enough damage?'"
36065,2018-05-27,Experts urge Karachi citizens to stop chopping down Conocarpus tree
36066,2018-05-27,Editorial: The former ISI chief should be willing to justify what he has written
36067,2018-05-27,"If putting Nawaz behind bars was not the plan already, it may soon be"
36068,2018-05-27,Halt to Fata-KP merger threatened
36069,2018-05-27,Pashteen not among PTM men proposed for jirga
36070,2018-05-27,The neglected game of kings
36071,2018-05-27,Islamabad citizens asked to take precautionary steps to avoid heatstroke
36072,2018-05-27,The national park that never sleeps
36073,2018-05-27,Sports Diary: Cricket in the month of fasting
36074,2018-05-27,800 LHWs booked for resorting to ‘violence’
36075,2018-05-27,PML-N in a fix over choice for NA-69
36076,2018-05-27,Bilawal reviews Sindh government’s five-year performance
36077,2018-05-27,"China Inc tightens reins on debt, raises spectre of slowdown"
36078,2018-05-27,NCHR concerned over Balochistan situation
36079,2018-05-27,Centre’s attitude may harm country: Bizenjo
36080,2018-05-27,"PTI believes in equal rights, not ethnicity: Rind"
36081,2018-05-27,ECP proposes ban on collection of ‘party funds’ from candidates
36082,2018-05-27,Khyber Pakhtunkhwa Assembly may validate Fata bill today
36083,2018-05-27,LHC resumes hearing of 2016 Angoor Adda case
36084,2018-05-27,Businessman from Fata to head KP interim govt
36085,2018-05-27,Assault on faith and culture in India-held Kashmir
36086,2018-05-27,Many injured during protest against new Gilgit-Baltistan law
36087,2018-05-27,PM Abbasi stresses national dialogue on new province
36088,2018-05-27,PPP protests move to finalise census results without audit
36089,2018-05-27,Pakistan’s new US envoy to take charge two days before govt term ends
36090,2018-05-27,Next election to be held on July 25
36091,2018-05-27,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
36092,2018-05-27,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
36093,2018-05-27,Pakistan cricket squad returns home
36094,2018-05-29,"Bahria College Islamabad students report being harassed, molested by examiner during practicals"
36095,2018-05-29,Sikh social activist shot dead in Peshawar
36096,2018-05-29,Interior Ministry places former ISI chief Durrani's name on Exit Control List on military's request
36097,2018-05-29,"National Assembly forced into taking Fata-KP merger decision, alleges Fazlur Rehman"
36098,2018-05-29,"IHC sets aside delimitation of 4 constituencies, reserves verdict on 5 others"
36099,2018-05-29,"Pakistani, Indian DGMOs establish hotline contact in bid to tamp down ceasefire violations"
36100,2018-05-29,"NSC expresses satisfaction over constitutional reforms in Fata, Gilgit-Baltistan"
36101,2018-05-29,Critically endangered sawfish caught and sold by fishermen near Thatta: WWF
36102,2018-05-29,"Na Band Na Baraati release pushed forward, will hit cinemas on Eid-ul-Fitr"
36103,2018-05-29,PTI wants caretaker PM to declare void Siddiqui's appointment as US envoy
36104,2018-05-29,All major parties allotted their desired election symbols
36105,2018-05-29,Hamza Ali Abbasi's next TV drama is a 'beautiful story' called Alif
36106,2018-05-29,Local PML-N leader in Taxila sentenced to 20 years in prison for raping 13-year-old girl
36107,2018-05-29,Students' drug use: Do we know what we're talking about?
36108,2018-05-29,'She was the most loving person': Sabika Sheikh's US host family shares memories of slain student
36109,2018-05-29,Is the PML-N's demand for a truth commission too ambitious?
36110,2018-05-29,PPP interviews KP poll candidates today
36111,2018-05-29,Activists call for empowerment of tribal women
36112,2018-05-29,NAB KP chapter to receive complaints publicly
36113,2018-05-29,Injured SQM leader dies in hospital
36114,2018-05-29,Policeman shot dead in DI Khan
36115,2018-05-29,Lack of quorum mars last KP Assembly session
36116,2018-05-29,Govt told to notify building bylaws for Kaghan in 60 days
36117,2018-05-29,"Ordinance to protect Nizam-i-Adl, other regulations in Pata"
